tile_id,territory_id,territory_desc,location_x,location_y,class,class_name,resource_type,resource_desc
168,5,Not Used,5,3,0,Not Used,0,None
169,5,Not Used,0,4,0,Not Used,0,None
170,5,Not Used,1,4,0,Not Used,0,None
171,5,Not Used,2,4,0,Not Used,0,None
172,5,Not Used,3,4,0,Not Used,0,None
173,5,Not Used,4,4,0,Not Used,0,None
174,5,Not Used,5,4,0,Not Used,0,None
175,5,Not Used,0,5,0,Not Used,0,None
176,5,Not Used,1,5,0,Not Used,0,None
177,5,Not Used,2,5,0,Not Used,0,None
178,5,Not Used,3,5,0,Not Used,0,None
179,5,Not Used,4,5,0,Not Used,0,None
180,5,Not Used,5,5,0,Not Used,0,None
181,6,Not Used,0,0,0,Not Used,0,None
182,6,Not Used,1,0,0,Not Used,0,None
183,6,Not Used,2,0,0,Not Used,0,None
184,6,Not Used,3,0,0,Not Used,0,None
185,6,Not Used,4,0,0,Not Used,0,None
186,6,Not Used,5,0,0,Not Used,0,None
187,6,Not Used,0,1,0,Not Used,0,None
188,6,Not Used,1,1,0,Not Used,0,None
189,6,Not Used,2,1,0,Not Used,0,None
190,6,Not Used,3,1,0,Not Used,0,None
191,6,Not Used,4,1,0,Not Used,0,None
192,6,Not Used,5,1,0,Not Used,0,None
193,6,Not Used,0,2,0,Not Used,0,None
194,6,Not Used,1,2,0,Not Used,0,None
195,6,Not Used,2,2,0,Not Used,0,None
196,6,Not Used,3,2,0,Not Used,0,None
197,6,Not Used,4,2,0,Not Used,0,None
198,6,Not Used,5,2,0,Not Used,0,None
199,6,Not Used,0,3,0,Not Used,0,None
200,6,Not Used,1,3,0,Not Used,0,None
201,6,Not Used,2,3,0,Not Used,0,None
202,6,Not Used,3,3,0,Not Used,0,None
203,6,Not Used,4,3,0,Not Used,0,None
204,6,Not Used,5,3,0,Not Used,0,None
205,6,Not Used,0,4,0,Not Used,0,None
206,6,Not Used,1,4,0,Not Used,0,None
207,6,Not Used,2,4,0,Not Used,0,None
208,6,Not Used,3,4,0,Not Used,0,None
209,6,Not Used,4,4,0,Not Used,0,None
210,6,Not Used,5,4,0,Not Used,0,None
211,6,Not Used,0,5,0,Not Used,0,None
212,6,Not Used,1,5,0,Not Used,0,None
213,6,Not Used,2,5,0,Not Used,0,None
214,6,Not Used,3,5,0,Not Used,0,None
215,6,Not Used,4,5,0,Not Used,0,None
216,6,Not Used,5,5,0,Not Used,0,None
217,7,Not Used,0,0,0,Not Used,0,None
218,7,Not Used,1,0,0,Not Used,0,None
219,7,Not Used,2,0,0,Not Used,0,None
220,7,Not Used,3,0,0,Not Used,0,None
221,7,Not Used,4,0,0,Not Used,0,None
222,7,Not Used,5,0,0,Not Used,0,None
223,7,Not Used,0,1,0,Not Used,0,None
224,7,Not Used,1,1,0,Not Used,0,None
225,7,Not Used,2,1,0,Not Used,0,None
226,7,Not Used,3,1,0,Not Used,0,None
227,7,Not Used,4,1,0,Not Used,0,None
228,7,Not Used,5,1,0,Not Used,0,None
229,7,Not Used,0,2,0,Not Used,0,None
230,7,Not Used,1,2,0,Not Used,0,None
231,7,Not Used,2,2,0,Not Used,0,None
232,7,Not Used,3,2,0,Not Used,0,None
233,7,Not Used,4,2,0,Not Used,0,None
234,7,Not Used,5,2,0,Not Used,0,None
235,7,Not Used,0,3,0,Not Used,0,None
236,7,Not Used,1,3,0,Not Used,0,None
237,7,Not Used,2,3,0,Not Used,0,None
238,7,Not Used,3,3,0,Not Used,0,None
239,7,Not Used,4,3,0,Not Used,0,None
240,7,Not Used,5,3,0,Not Used,0,None
241,7,Not Used,0,4,0,Not Used,0,None
242,7,Not Used,1,4,0,Not Used,0,None
243,7,Not Used,2,4,0,Not Used,0,None
244,7,Not Used,3,4,0,Not Used,0,None
245,7,Not Used,4,4,0,Not Used,0,None
246,7,Not Used,5,4,0,Not Used,0,None
247,7,Not Used,0,5,0,Not Used,0,None
248,7,Not Used,1,5,0,Not Used,0,None
249,7,Not Used,2,5,0,Not Used,0,None
250,7,Not Used,3,5,0,Not Used,0,None
251,7,Not Used,4,5,0,Not Used,0,None
252,7,Not Used,5,5,0,Not Used,0,None
253,8,Not Used,0,0,0,Not Used,0,None
254,8,Not Used,1,0,0,Not Used,0,None
255,8,Not Used,2,0,0,Not Used,0,None
256,8,Not Used,3,0,0,Not Used,0,None
257,8,Not Used,4,0,0,Not Used,0,None
258,8,Not Used,5,0,0,Not Used,0,None
259,8,Not Used,0,1,0,Not Used,0,None
260,8,Not Used,1,1,0,Not Used,0,None
261,8,Not Used,2,1,0,Not Used,0,None
262,8,Not Used,3,1,0,Not Used,0,None
263,8,Not Used,4,1,0,Not Used,0,None
264,8,Not Used,5,1,0,Not Used,0,None
265,8,Not Used,0,2,0,Not Used,0,None
266,8,Not Used,1,2,0,Not Used,0,None
267,8,Not Used,2,2,0,Not Used,0,None
268,8,Not Used,3,2,0,Not Used,0,None
269,8,Not Used,4,2,0,Not Used,0,None
270,8,Not Used,5,2,0,Not Used,0,None
271,8,Not Used,0,3,0,Not Used,0,None
272,8,Not Used,1,3,0,Not Used,0,None
273,8,Not Used,2,3,0,Not Used,0,None
274,8,Not Used,3,3,0,Not Used,0,None
275,8,Not Used,4,3,0,Not Used,0,None
276,8,Not Used,5,3,0,Not Used,0,None
277,8,Not Used,0,4,0,Not Used,0,None
278,8,Not Used,1,4,0,Not Used,0,None
279,8,Not Used,2,4,0,Not Used,0,None
280,8,Not Used,3,4,0,Not Used,0,None
281,8,Not Used,4,4,0,Not Used,0,None
282,8,Not Used,5,4,0,Not Used,0,None
283,8,Not Used,0,5,0,Not Used,0,None
284,8,Not Used,1,5,0,Not Used,0,None
285,8,Not Used,2,5,0,Not Used,0,None
286,8,Not Used,3,5,0,Not Used,0,None
287,8,Not Used,4,5,0,Not Used,0,None
288,8,Not Used,5,5,0,Not Used,0,None
289,9,Not Used,0,0,0,Not Used,0,None
290,9,Not Used,1,0,0,Not Used,0,None
291,9,Not Used,2,0,0,Not Used,0,None
292,9,Not Used,3,0,0,Not Used,0,None
293,9,Not Used,4,0,0,Not Used,0,None
294,9,Not Used,5,0,0,Not Used,0,None
295,9,Not Used,0,1,0,Not Used,0,None
296,9,Not Used,1,1,0,Not Used,0,None
297,9,Not Used,2,1,0,Not Used,0,None
298,9,Not Used,3,1,0,Not Used,0,None
299,9,Not Used,4,1,0,Not Used,0,None
300,9,Not Used,5,1,0,Not Used,0,None
301,9,Not Used,0,2,0,Not Used,0,None
302,9,Not Used,1,2,0,Not Used,0,None
303,9,Not Used,2,2,0,Not Used,0,None
304,9,Not Used,3,2,0,Not Used,0,None
305,9,Not Used,4,2,0,Not Used,0,None
306,9,Not Used,5,2,0,Not Used,0,None
307,9,Not Used,0,3,0,Not Used,0,None
308,9,Not Used,1,3,0,Not Used,0,None
309,9,Not Used,2,3,0,Not Used,0,None
310,9,Not Used,3,3,0,Not Used,0,None
311,9,Not Used,4,3,0,Not Used,0,None
312,9,Not Used,5,3,0,Not Used,0,None
313,9,Not Used,0,4,0,Not Used,0,None
314,9,Not Used,1,4,0,Not Used,0,None
315,9,Not Used,2,4,0,Not Used,0,None
316,9,Not Used,3,4,0,Not Used,0,None
317,9,Not Used,4,4,0,Not Used,0,None
318,9,Not Used,5,4,0,Not Used,0,None
319,9,Not Used,0,5,0,Not Used,0,None
320,9,Not Used,1,5,0,Not Used,0,None
321,9,Not Used,2,5,0,Not Used,0,None
322,9,Not Used,3,5,0,Not Used,0,None
323,9,Not Used,4,5,0,Not Used,0,None
324,9,Not Used,5,5,0,Not Used,0,None
325,10,Not Used,0,0,0,Not Used,0,None
326,10,Not Used,1,0,0,Not Used,0,None
327,10,Not Used,2,0,0,Not Used,0,None
328,10,Not Used,3,0,0,Not Used,0,None
329,10,Not Used,4,0,0,Not Used,0,None
330,10,Not Used,5,0,0,Not Used,0,None
331,10,Not Used,0,1,0,Not Used,0,None
332,10,Not Used,1,1,0,Not Used,0,None
333,10,Not Used,2,1,0,Not Used,0,None
334,10,Not Used,3,1,0,Not Used,0,None
335,10,Not Used,4,1,0,Not Used,0,None
336,10,Not Used,5,1,0,Not Used,0,None
337,10,Not Used,0,2,0,Not Used,0,None
338,10,Not Used,1,2,0,Not Used,0,None
339,10,Not Used,2,2,0,Not Used,0,None
340,10,Not Used,3,2,0,Not Used,0,None
341,10,Not Used,4,2,0,Not Used,0,None
342,10,Not Used,5,2,0,Not Used,0,None
343,10,Not Used,0,3,0,Not Used,0,None
344,10,Not Used,1,3,0,Not Used,0,None
345,10,Not Used,2,3,0,Not Used,0,None
346,10,Not Used,3,3,0,Not Used,0,None
347,10,Not Used,4,3,0,Not Used,0,None
348,10,Not Used,5,3,0,Not Used,0,None
349,10,Not Used,0,4,0,Not Used,0,None
350,10,Not Used,1,4,0,Not Used,0,None
351,10,Not Used,2,4,0,Not Used,0,None
352,10,Not Used,3,4,0,Not Used,0,None
353,10,Not Used,4,4,0,Not Used,0,None
354,10,Not Used,5,4,0,Not Used,0,None
355,10,Not Used,0,5,0,Not Used,0,None
356,10,Not Used,1,5,0,Not Used,0,None
357,10,Not Used,2,5,0,Not Used,0,None
358,10,Not Used,3,5,0,Not Used,0,None
359,10,Not Used,4,5,0,Not Used,0,None
360,10,Not Used,5,5,0,Not Used,0,None
361,11,Not Used,0,0,0,Not Used,0,None
362,11,Not Used,1,0,0,Not Used,0,None
363,11,Not Used,2,0,0,Not Used,0,None
364,11,Not Used,3,0,0,Not Used,0,None
365,11,Not Used,4,0,0,Not Used,0,None
366,11,Not Used,5,0,0,Not Used,0,None
367,11,Not Used,0,1,0,Not Used,0,None
368,11,Not Used,1,1,0,Not Used,0,None
369,11,Not Used,2,1,0,Not Used,0,None
370,11,Not Used,3,1,0,Not Used,0,None
371,11,Not Used,4,1,0,Not Used,0,None
372,11,Not Used,5,1,0,Not Used,0,None
373,11,Not Used,0,2,0,Not Used,0,None
374,11,Not Used,1,2,0,Not Used,0,None
375,11,Not Used,2,2,0,Not Used,0,None
376,11,Not Used,3,2,0,Not Used,0,None
377,11,Not Used,4,2,0,Not Used,0,None
378,11,Not Used,5,2,0,Not Used,0,None
379,11,Not Used,0,3,0,Not Used,0,None
380,11,Not Used,1,3,0,Not Used,0,None
381,11,Not Used,2,3,0,Not Used,0,None
382,11,Not Used,3,3,0,Not Used,0,None
383,11,Not Used,4,3,0,Not Used,0,None
384,11,Not Used,5,3,0,Not Used,0,None
385,11,Not Used,0,4,0,Not Used,0,None
386,11,Not Used,1,4,0,Not Used,0,None
387,11,Not Used,2,4,0,Not Used,0,None
388,11,Not Used,3,4,0,Not Used,0,None
389,11,Not Used,4,4,0,Not Used,0,None
390,11,Not Used,5,4,0,Not Used,0,None
391,11,Not Used,0,5,0,Not Used,0,None
392,11,Not Used,1,5,0,Not Used,0,None
393,11,Not Used,2,5,0,Not Used,0,None
394,11,Not Used,3,5,0,Not Used,0,None
395,11,Not Used,4,5,0,Not Used,0,None
396,11,Not Used,5,5,0,Not Used,0,None
397,12,Not Used,0,0,0,Not Used,0,None
398,12,Not Used,1,0,0,Not Used,0,None
399,12,Not Used,2,0,0,Not Used,0,None
400,12,Not Used,3,0,0,Not Used,0,None
401,12,Not Used,4,0,0,Not Used,0,None
402,12,Not Used,5,0,0,Not Used,0,None
403,12,Not Used,0,1,0,Not Used,0,None
404,12,Not Used,1,1,0,Not Used,0,None
405,12,Not Used,2,1,0,Not Used,0,None
406,12,Not Used,3,1,0,Not Used,0,None
407,12,Not Used,4,1,0,Not Used,0,None
408,12,Not Used,5,1,0,Not Used,0,None
409,12,Not Used,0,2,0,Not Used,0,None
410,12,Not Used,1,2,0,Not Used,0,None
411,12,Not Used,2,2,0,Not Used,0,None
412,12,Not Used,3,2,0,Not Used,0,None
413,12,Not Used,4,2,0,Not Used,0,None
414,12,Not Used,5,2,0,Not Used,0,None
415,12,Not Used,0,3,0,Not Used,0,None
416,12,Not Used,1,3,0,Not Used,0,None
417,12,Not Used,2,3,0,Not Used,0,None
418,12,Not Used,3,3,0,Not Used,0,None
419,12,Not Used,4,3,0,Not Used,0,None
420,12,Not Used,5,3,0,Not Used,0,None
421,12,Not Used,0,4,0,Not Used,0,None
422,12,Not Used,1,4,0,Not Used,0,None
423,12,Not Used,2,4,0,Not Used,0,None
424,12,Not Used,3,4,0,Not Used,0,None
425,12,Not Used,4,4,0,Not Used,0,None
426,12,Not Used,5,4,0,Not Used,0,None
427,12,Not Used,0,5,0,Not Used,0,None
428,12,Not Used,1,5,0,Not Used,0,None
429,12,Not Used,2,5,0,Not Used,0,None
430,12,Not Used,3,5,0,Not Used,0,None
431,12,Not Used,4,5,0,Not Used,0,None
432,12,Not Used,5,5,0,Not Used,0,None
433,13,보스 출현 지역,0,0,0,Not Used,0,None
434,13,보스 출현 지역,1,0,0,Not Used,0,None
435,13,보스 출현 지역,2,0,0,Not Used,0,None
436,13,보스 출현 지역,3,0,0,Not Used,0,None
437,13,보스 출현 지역,4,0,0,Not Used,0,None
438,13,보스 출현 지역,5,0,0,Not Used,0,None
439,13,보스 출현 지역,0,1,0,Not Used,0,None
440,13,보스 출현 지역,1,1,0,Not Used,0,None
441,13,보스 출현 지역,2,1,0,Not Used,0,None
442,13,보스 출현 지역,3,1,0,Not Used,0,None
443,13,보스 출현 지역,4,1,0,Not Used,0,None
444,13,보스 출현 지역,5,1,0,Not Used,0,None
445,13,보스 출현 지역,0,2,0,Not Used,0,None
446,13,보스 출현 지역,1,2,0,Not Used,0,None
447,13,보스 출현 지역,2,2,0,Not Used,0,None
448,13,보스 출현 지역,3,2,0,Not Used,0,None
449,13,보스 출현 지역,4,2,0,Not Used,0,None
450,13,보스 출현 지역,5,2,0,Not Used,0,None
451,13,보스 출현 지역,0,3,0,Not Used,0,None
452,13,보스 출현 지역,1,3,0,Not Used,0,None
453,13,보스 출현 지역,2,3,0,Not Used,0,None
454,13,보스 출현 지역,3,3,0,Not Used,0,None
455,13,보스 출현 지역,4,3,0,Not Used,0,None
456,13,보스 출현 지역,5,3,0,Not Used,0,None
457,13,보스 출현 지역,0,4,0,Not Used,0,None
458,13,보스 출현 지역,1,4,0,Not Used,0,None
459,13,보스 출현 지역,2,4,0,Not Used,0,None
460,13,보스 출현 지역,3,4,0,Not Used,0,None
461,13,보스 출현 지역,4,4,0,Not Used,0,None
462,13,보스 출현 지역,5,4,0,Not Used,0,None
463,13,보스 출현 지역,0,5,0,Not Used,0,None
464,13,보스 출현 지역,1,5,0,Not Used,0,None
465,13,보스 출현 지역,2,5,0,Not Used,0,None
466,13,보스 출현 지역,3,5,0,Not Used,0,None
467,13,보스 출현 지역,4,5,0,Not Used,0,None
468,13,보스 출현 지역,5,5,0,Not Used,0,None
469,14,일반 영토지역,0,0,1,일반 토지,0,None
470,14,일반 영토지역,1,0,2,자원 토지,1,철
471,14,일반 영토지역,2,0,2,자원 토지,2,구리
472,14,일반 영토지역,3,0,1,일반 토지,0,None
473,14,일반 영토지역,4,0,1,일반 토지,0,None
474,14,일반 영토지역,5,0,1,일반 토지,0,None
475,14,일반 영토지역,0,1,2,자원 토지,3,석탄
476,14,일반 영토지역,1,1,1,일반 토지,0,None
477,14,일반 영토지역,2,1,1,일반 토지,0,None
478,14,일반 영토지역,3,1,2,자원 토지,4,석재
479,14,일반 영토지역,4,1,1,일반 토지,0,None
480,14,일반 영토지역,5,1,2,자원 토지,5,나무
481,14,일반 영토지역,0,2,1,일반 토지,0,None
482,14,일반 영토지역,1,2,1,일반 토지,0,None
483,14,일반 영토지역,2,2,1,일반 토지,0,None
484,14,일반 영토지역,3,2,1,일반 토지,0,None
485,14,일반 영토지역,4,2,2,자원 토지,6,쌀
486,14,일반 영토지역,5,2,1,일반 토지,0,None
487,14,일반 영토지역,0,3,1,일반 토지,0,None
488,14,일반 영토지역,1,3,2,자원 토지,7,보리
489,14,일반 영토지역,2,3,1,일반 토지,0,None
490,14,일반 영토지역,3,3,1,일반 토지,0,None
491,14,일반 영토지역,4,3,2,자원 토지,8,밀
492,14,일반 영토지역,5,3,2,자원 토지,9,감자
493,14,일반 영토지역,0,4,1,일반 토지,0,None
494,14,일반 영토지역,1,4,1,일반 토지,0,None
495,14,일반 영토지역,2,4,2,자원 토지,10,옥수수
496,14,일반 영토지역,3,4,1,일반 토지,0,None
497,14,일반 영토지역,4,4,2,자원 토지,11,금
498,14,일반 영토지역,5,4,1,일반 토지,0,None
499,14,일반 영토지역,0,5,1,일반 토지,0,None
500,14,일반 영토지역,1,5,2,자원 토지,12,은
501,14,일반 영토지역,2,5,1,일반 토지,0,None
502,14,일반 영토지역,3,5,2,자원 토지,13,진주
503,14,일반 영토지역,4,5,2,자원 토지,14,향신료
504,14,일반 영토지역,5,5,2,자원 토지,15,차
505,15,일반 영토지역,0,0,1,일반 토지,0,None
506,15,일반 영토지역,1,0,2,자원 토지,1,철
507,15,일반 영토지역,2,0,2,자원 토지,2,구리
508,15,일반 영토지역,3,0,1,일반 토지,0,None
509,15,일반 영토지역,4,0,1,일반 토지,0,None
510,15,일반 영토지역,5,0,1,일반 토지,0,None
511,15,일반 영토지역,0,1,2,자원 토지,3,석탄
512,15,일반 영토지역,1,1,1,일반 토지,0,None
513,15,일반 영토지역,2,1,1,일반 토지,0,None
514,15,일반 영토지역,3,1,2,자원 토지,4,석재
515,15,일반 영토지역,4,1,1,일반 토지,0,None
516,15,일반 영토지역,5,1,2,자원 토지,5,나무
517,15,일반 영토지역,0,2,1,일반 토지,0,None
518,15,일반 영토지역,1,2,1,일반 토지,0,None
519,15,일반 영토지역,2,2,1,일반 토지,0,None
520,15,일반 영토지역,3,2,1,일반 토지,0,None
521,15,일반 영토지역,4,2,2,자원 토지,6,쌀
522,15,일반 영토지역,5,2,1,일반 토지,0,None
523,15,일반 영토지역,0,3,1,일반 토지,0,None
524,15,일반 영토지역,1,3,2,자원 토지,7,보리
525,15,일반 영토지역,2,3,1,일반 토지,0,None
526,15,일반 영토지역,3,3,1,일반 토지,0,None
527,15,일반 영토지역,4,3,2,자원 토지,8,밀
528,15,일반 영토지역,5,3,2,자원 토지,9,감자
529,15,일반 영토지역,0,4,1,일반 토지,0,None
530,15,일반 영토지역,1,4,1,일반 토지,0,None
531,15,일반 영토지역,2,4,2,자원 토지,10,옥수수
532,15,일반 영토지역,3,4,1,일반 토지,0,None
533,15,일반 영토지역,4,4,2,자원 토지,11,금
534,15,일반 영토지역,5,4,1,일반 토지,0,None
535,15,일반 영토지역,0,5,1,일반 토지,0,None
536,15,일반 영토지역,1,5,2,자원 토지,12,은
537,15,일반 영토지역,2,5,1,일반 토지,0,None
538,15,일반 영토지역,3,5,2,자원 토지,13,진주
539,15,일반 영토지역,4,5,2,자원 토지,14,향신료
540,15,일반 영토지역,5,5,2,자원 토지,15,차
541,16,일반 영토지역,0,0,1,일반 토지,0,None
542,16,일반 영토지역,1,0,2,자원 토지,1,철
543,16,일반 영토지역,2,0,2,자원 토지,2,구리
544,16,일반 영토지역,3,0,1,일반 토지,0,None
545,16,일반 영토지역,4,0,1,일반 토지,0,None
546,16,일반 영토지역,5,0,1,일반 토지,0,None
547,16,일반 영토지역,0,1,2,자원 토지,3,석탄
548,16,일반 영토지역,1,1,1,일반 토지,0,None
549,16,일반 영토지역,2,1,1,일반 토지,0,None
550,16,일반 영토지역,3,1,2,자원 토지,4,석재
551,16,일반 영토지역,4,1,1,일반 토지,0,None
